[12, 14, 8, 11, 1, 13, 4, 7, 3, 10, 16, 9, 2, 5, 6, 15],0.7906976938247681
[13, 7, 2, 9, 10, 6, 4, 12, 16, 15, 3, 5, 14, 1, 11, 8],0.6581395268440247
[9, 13, 1, 2, 12, 5, 10, 11, 7, 15, 3, 8, 16, 14, 4, 6],0.7255814075469971
[2, 7, 12, 9, 14, 10, 4, 8, 3, 15, 1, 16, 11, 13, 6, 5],0.434883713722229
[11, 5, 13, 2, 4, 10, 1, 7, 6, 16, 12, 15, 9, 14, 8, 3],0.6372092962265015
[12, 3, 8, 11, 2, 15, 7, 4, 5, 9, 13, 6, 10, 16, 1, 14],0.7697674632072449
[6, 4, 13, 1, 10, 15, 2, 5, 9, 14, 11, 3, 8, 7, 16, 12],0.49534884095191956
[7, 6, 5, 9, 13, 15, 3, 10, 14, 12, 1, 2, 16, 8, 4, 11],0.41860464215278625
[8, 11, 6, 4, 5, 12, 1, 13, 3, 7, 15, 10, 2, 9, 14, 16],0.5883721113204956
[12, 13, 14, 6, 10, 3, 1, 11, 5, 16, 9, 4, 15, 8, 2, 7],0.5976744294166565
[10, 4, 1, 7, 13, 3, 15, 9, 11, 14, 5, 2, 8, 16, 6, 12],0.5627906918525696
[13, 16, 11, 2, 8, 9, 7, 5, 12, 10, 4, 1, 6, 14, 15, 3],0.699999988079071
[15, 3, 5, 8, 12, 14, 4, 9, 10, 6, 16, 13, 11, 1, 7, 2],0.6116279363632202
[9, 5, 15, 7, 14, 2, 1, 4, 13, 8, 12, 3, 11, 16, 6, 10],0.4023255705833435
[7, 16, 8, 4, 11, 10, 14, 1, 13, 12, 2, 5, 15, 3, 9, 6],0.40697672963142395
[11, 10, 7, 12, 16, 3, 15, 6, 4, 14, 1, 9, 2, 13, 8, 5],0.4162790775299072
[6, 13, 5, 10, 8, 14, 1, 7, 9, 15, 16, 12, 4, 11, 3, 2],0.525581419467926
[5, 1, 9, 11, 4, 16, 7, 8, 15, 10, 14, 3, 12, 13, 6, 2],0.5720930099487305
[10, 12, 8, 2, 4, 6, 11, 9, 1, 15, 16, 14, 7, 5, 3, 13],0.5790697932243347
[8, 15, 5, 3, 6, 13, 4, 10, 1, 11, 14, 16, 2, 12, 7, 9],0.41860464215278625
[9, 4, 5, 16, 1, 7, 12, 11, 13, 2, 10, 15, 6, 14, 8, 3],0.4790697693824768
[4, 6, 16, 8, 11, 5, 12, 10, 2, 13, 7, 3, 1, 14, 15, 9],0.5558139681816101
[11, 8, 4, 15, 3, 6, 5, 12, 9, 1, 13, 16, 7, 2, 10, 14],0.5488371849060059
[5, 11, 3, 6, 1, 4, 14, 15, 13, 12, 8, 9, 16, 10, 2, 7],0.44186046719551086
[14, 15, 5, 1, 13, 16, 11, 6, 9, 3, 4, 12, 8, 10, 7, 2],0.4465116262435913
[6, 8, 5, 11, 2, 1, 15, 13, 12, 4, 7, 16, 14, 9, 10, 3],0.5116279125213623
[3, 1, 2, 8, 10, 16, 9, 4, 12, 14, 5, 15, 11, 13, 7, 6],0.5418604612350464
[5, 8, 1, 13, 14, 11, 3, 10, 16, 12, 2, 4, 7, 9, 15, 6],0.5534883737564087
[15, 13, 14, 10, 12, 7, 6, 8, 16, 9, 1, 2, 11, 4, 5, 3],0.6116279363632202
[9, 3, 16, 14, 6, 2, 10, 5, 8, 7, 13, 11, 15, 1, 12, 4],0.7790697813034058
[8, 3, 11, 5, 13, 14, 16, 6, 1, 2, 15, 9, 10, 7, 12, 4],0.6232557892799377
[13, 15, 7, 1, 11, 12, 3, 2, 10, 16, 8, 6, 9, 14, 4, 5],0.604651153087616
[15, 12, 14, 3, 5, 10, 4, 16, 1, 7, 13, 8, 9, 6, 11, 2],0.7720929980278015
[3, 14, 6, 13, 2, 15, 1, 12, 16, 7, 8, 4, 10, 9, 5, 11],0.48139533400535583
[1, 9, 8, 11, 4, 15, 6, 12, 13, 5, 7, 14, 3, 16, 10, 2],0.6627907156944275
[1, 13, 2, 14, 16, 15, 7, 3, 9, 6, 8, 4, 11, 12, 5, 10],0.43255814909935
[7, 12, 9, 1, 11, 10, 6, 2, 3, 4, 16, 8, 5, 15, 14, 13],0.5069767236709595
[3, 5, 2, 12, 1, 13, 6, 15, 7, 8, 9, 10, 11, 16, 4, 14],0.6790697574615479
[14, 11, 12, 13, 16, 3, 2, 9, 6, 4, 15, 10, 5, 7, 8, 1],0.6000000238418579
[15, 10, 1, 13, 12, 4, 2, 7, 5, 6, 16, 3, 9, 8, 11, 14],0.5976744294166565
[1, 3, 9, 6, 7, 5, 13, 15, 10, 12, 11, 16, 14, 8, 4, 2],0.6627907156944275
[5, 1, 12, 3, 2, 7, 14, 4, 11, 6, 13, 9, 10, 16, 8, 15],0.6767441630363464
[14, 9, 16, 7, 6, 15, 8, 12, 10, 4, 11, 1, 2, 13, 5, 3],0.40697672963142395
[11, 3, 8, 13, 4, 15, 2, 1, 9, 16, 7, 5, 14, 12, 10, 6],0.6395348906517029
[12, 2, 4, 3, 13, 16, 1, 10, 15, 7, 8, 14, 9, 5, 11, 6],0.669767439365387
[15, 13, 11, 8, 16, 3, 10, 5, 2, 14, 7, 6, 4, 1, 12, 9],0.6255813837051392
[5, 15, 16, 10, 6, 12, 3, 2, 4, 13, 1, 7, 14, 11, 8, 9],0.43023255467414856
[2, 11, 14, 16, 7, 4, 5, 15, 10, 8, 3, 6, 9, 12, 13, 1],0.5279069542884827
[11, 4, 2, 1, 13, 12, 5, 9, 8, 3, 16, 10, 7, 15, 6, 14],0.6348837018013
[6, 11, 5, 10, 2, 16, 14, 4, 13, 1, 12, 9, 7, 3, 8, 15],0.7441860437393188
[5, 9, 11, 6, 3, 12, 2, 16, 7, 10, 13, 1, 14, 8, 15, 4],0.7837209105491638
[13, 16, 2, 14, 6, 10, 11, 4, 9, 1, 5, 7, 12, 3, 8, 15],0.5953488349914551
[14, 12, 9, 7, 13, 16, 15, 5, 8, 10, 11, 2, 3, 6, 4, 1],0.6581395268440247
[15, 10, 16, 9, 6, 7, 13, 3, 14, 1, 12, 8, 4, 11, 5, 2],0.3930232524871826
[14, 11, 6, 4, 7, 2, 5, 1, 13, 15, 8, 9, 3, 16, 10, 12],0.6000000238418579
[15, 14, 3, 8, 16, 1, 10, 9, 5, 13, 12, 7, 11, 6, 2, 4],0.669767439365387
[1, 7, 12, 6, 15, 11, 8, 16, 9, 2, 3, 13, 10, 5, 4, 14],0.6558139324188232
[11, 14, 15, 10, 7, 12, 6, 16, 9, 13, 3, 5, 2, 1, 8, 4],0.8116279244422913
[2, 5, 16, 8, 14, 11, 4, 12, 9, 10, 13, 6, 3, 7, 1, 15],0.5767441987991333
[4, 2, 7, 13, 6, 1, 15, 10, 3, 11, 9, 16, 12, 5, 8, 14],0.6581395268440247
[9, 2, 15, 16, 1, 11, 10, 8, 7, 6, 13, 14, 3, 12, 5, 4],0.434883713722229
[2, 1, 11, 15, 4, 14, 12, 16, 13, 5, 7, 8, 6, 10, 3, 9],0.695348858833313
[2, 11, 7, 16, 15, 9, 5, 12, 1, 13, 3, 14, 6, 4, 10, 8],0.4906976819038391
[1, 6, 3, 8, 4, 12, 16, 14, 13, 7, 11, 10, 15, 9, 2, 5],0.6627907156944275
[12, 13, 6, 8, 14, 10, 4, 2, 9, 11, 3, 1, 5, 16, 7, 15],0.7837209105491638
[1, 12, 13, 3, 9, 2, 6, 7, 5, 15, 10, 16, 14, 8, 11, 4],0.7325581312179565
[7, 11, 5, 12, 8, 3, 1, 13, 2, 14, 9, 16, 15, 6, 4, 10],0.48604652285575867
[9, 12, 14, 7, 1, 4, 5, 3, 10, 11, 2, 8, 16, 6, 15, 13],0.5534883737564087
[14, 5, 8, 9, 2, 13, 7, 11, 1, 12, 16, 10, 6, 15, 4, 3],0.6883720755577087
[4, 14, 1, 13, 5, 15, 12, 7, 9, 11, 6, 10, 3, 2, 16, 8],0.765116274356842
[2, 1, 12, 3, 14, 6, 13, 9, 11, 8, 7, 4, 5, 15, 10, 16],0.7023255825042725
[12, 14, 5, 7, 9, 1, 8, 10, 11, 2, 16, 6, 15, 13, 3, 4],0.6232557892799377
[14, 16, 7, 3, 12, 9, 5, 4, 13, 8, 10, 15, 1, 2, 11, 6],0.5162790417671204
[13, 3, 9, 7, 6, 11, 8, 12, 2, 5, 16, 15, 4, 14, 1, 10],0.5976744294166565
[12, 3, 14, 6, 4, 15, 2, 10, 8, 1, 9, 13, 11, 5, 16, 7],0.47209301590919495
[6, 15, 4, 9, 5, 3, 2, 1, 16, 11, 7, 10, 14, 12, 13, 8],0.7767441868782043
[10, 9, 7, 11, 12, 16, 3, 8, 5, 4, 14, 2, 6, 13, 1, 15],0.5534883737564087
[6, 13, 9, 3, 7, 5, 12, 4, 16, 10, 14, 15, 8, 11, 2, 1],0.569767415523529
[10, 13, 12, 3, 7, 11, 15, 14, 6, 2, 1, 4, 9, 8, 16, 5],0.4883720874786377
[1, 2, 6, 11, 12, 5, 7, 16, 9, 3, 10, 4, 14, 8, 13, 15],0.6651162505149841
[6, 4, 13, 11, 10, 7, 14, 5, 16, 2, 3, 1, 12, 15, 9, 8],0.6139534711837769
[2, 3, 10, 15, 1, 14, 13, 8, 6, 9, 5, 4, 12, 11, 7, 16],0.4697674512863159
[8, 13, 9, 11, 5, 6, 3, 15, 12, 1, 7, 16, 2, 14, 4, 10],0.5720930099487305
[6, 3, 13, 7, 5, 11, 16, 9, 12, 15, 4, 8, 2, 10, 1, 14],0.4023255705833435
[9, 5, 8, 6, 3, 10, 7, 15, 13, 16, 4, 14, 12, 1, 2, 11],0.7465116381645203
[13, 16, 1, 15, 14, 4, 8, 2, 7, 5, 12, 6, 11, 9, 3, 10],0.565116286277771
[5, 16, 11, 4, 15, 3, 12, 14, 6, 13, 9, 2, 8, 1, 7, 10],0.4674418568611145
[3, 9, 2, 11, 14, 13, 6, 15, 16, 5, 8, 7, 10, 4, 12, 1],0.8558139801025391
[5, 13, 1, 2, 7, 14, 3, 12, 11, 15, 9, 6, 8, 4, 10, 16],0.5418604612350464
[10, 9, 2, 15, 5, 7, 1, 11, 13, 16, 14, 3, 12, 4, 6, 8],0.7697674632072449
[3, 4, 11, 13, 7, 9, 10, 14, 16, 12, 1, 6, 15, 5, 8, 2],0.5604650974273682
[3, 8, 13, 1, 10, 14, 7, 16, 2, 9, 11, 12, 4, 15, 6, 5],0.7139534950256348
[7, 2, 16, 3, 10, 5, 6, 15, 9, 12, 1, 4, 11, 13, 8, 14],0.604651153087616
[3, 13, 12, 1, 4, 8, 10, 6, 15, 14, 9, 16, 5, 11, 2, 7],0.7209302186965942
[16, 1, 14, 7, 12, 4, 15, 3, 10, 2, 11, 8, 5, 6, 13, 9],0.4976744055747986
[14, 13, 3, 7, 1, 6, 12, 2, 9, 8, 15, 5, 10, 11, 4, 16],0.7186046242713928
[8, 13, 7, 5, 1, 3, 11, 9, 2, 12, 10, 16, 4, 15, 6, 14],0.6465116143226624
[15, 8, 10, 14, 5, 12, 13, 16, 11, 6, 1, 2, 4, 7, 9, 3],0.4906976819038391
[8, 6, 12, 15, 7, 10, 4, 1, 2, 16, 3, 9, 5, 14, 13, 11],0.5744186043739319
[11, 14, 8, 7, 6, 1, 5, 16, 10, 2, 12, 4, 3, 15, 13, 9],0.569767415523529
[9, 15, 11, 6, 13, 5, 14, 7, 12, 1, 10, 3, 4, 2, 16, 8],0.5348837375640869
[13, 9, 1, 2, 14, 11, 5, 16, 6, 10, 3, 4, 15, 8, 12, 7],0.7116279006004333
[16, 4, 9, 13, 5, 10, 12, 14, 2, 7, 8, 1, 6, 15, 11, 3],0.49302324652671814
[9, 4, 6, 1, 16, 2, 12, 10, 11, 13, 7, 3, 8, 15, 14, 5],0.6511628031730652
[5, 8, 13, 10, 11, 9, 3, 6, 12, 4, 1, 15, 14, 2, 7, 16],0.5837209224700928
[6, 10, 2, 3, 4, 8, 1, 9, 12, 14, 13, 15, 11, 7, 5, 16],0.47209301590919495
[3, 12, 4, 10, 13, 8, 9, 15, 2, 5, 11, 1, 7, 6, 16, 14],0.800000011920929
[1, 13, 11, 8, 16, 14, 9, 2, 10, 15, 6, 5, 12, 7, 4, 3],0.6883720755577087
[1, 9, 5, 4, 15, 2, 10, 6, 8, 12, 13, 3, 14, 11, 7, 16],0.4906976819038391
[5, 8, 6, 2, 11, 16, 13, 9, 14, 1, 7, 10, 15, 12, 3, 4],0.7162790894508362
[2, 3, 5, 15, 1, 11, 16, 13, 12, 4, 14, 10, 9, 6, 8, 7],0.5465116500854492
[9, 14, 1, 4, 3, 6, 15, 7, 2, 16, 13, 8, 10, 12, 5, 11],0.5418604612350464
[10, 11, 1, 8, 5, 14, 15, 13, 3, 12, 4, 9, 16, 6, 2, 7],0.5744186043739319
[15, 12, 9, 2, 3, 8, 1, 16, 4, 14, 7, 11, 13, 10, 5, 6],0.4906976819038391
[5, 8, 10, 14, 1, 6, 16, 7, 9, 4, 11, 12, 13, 3, 15, 2],0.5930232405662537
[9, 15, 12, 1, 7, 8, 6, 11, 13, 10, 3, 14, 2, 16, 4, 5],0.48139533400535583
[16, 12, 5, 11, 6, 2, 13, 3, 4, 7, 9, 14, 8, 15, 10, 1],0.6325581669807434
[16, 11, 13, 14, 7, 9, 3, 1, 5, 8, 10, 2, 6, 12, 15, 4],0.5790697932243347
[4, 12, 8, 5, 13, 14, 11, 3, 2, 16, 7, 6, 15, 9, 10, 1],0.6604651212692261
[3, 15, 8, 2, 16, 10, 12, 11, 7, 9, 4, 13, 14, 6, 5, 1],0.5604650974273682
[11, 2, 14, 9, 15, 13, 10, 16, 4, 12, 1, 6, 7, 5, 8, 3],0.6186046600341797
[14, 6, 8, 15, 16, 7, 11, 5, 12, 4, 9, 13, 1, 2, 3, 10],0.5790697932243347
[5, 6, 12, 1, 15, 14, 3, 13, 11, 9, 2, 10, 8, 7, 16, 4],0.4162790775299072
[8, 3, 15, 2, 5, 10, 14, 9, 13, 6, 7, 11, 1, 4, 16, 12],0.6023255586624146
[7, 6, 10, 9, 8, 14, 2, 16, 15, 3, 5, 1, 4, 11, 12, 13],0.6627907156944275
[1, 2, 14, 11, 5, 13, 16, 15, 10, 3, 9, 7, 8, 6, 12, 4],0.6651162505149841
[4, 9, 8, 11, 2, 15, 5, 12, 10, 6, 14, 7, 16, 3, 13, 1],0.6906976699829102
[8, 15, 11, 9, 5, 13, 14, 12, 10, 3, 4, 6, 1, 7, 2, 16],0.5
[9, 12, 1, 6, 14, 7, 3, 15, 13, 5, 4, 10, 16, 8, 11, 2],0.8372092843055725
[9, 10, 14, 13, 15, 4, 6, 3, 2, 5, 7, 11, 16, 12, 8, 1],0.7023255825042725
[7, 6, 11, 9, 10, 2, 12, 5, 4, 13, 16, 1, 14, 8, 15, 3],0.8348837494850159
[12, 3, 10, 5, 7, 9, 15, 1, 6, 4, 16, 13, 14, 8, 11, 2],0.4976744055747986
[11, 14, 2, 13, 5, 9, 15, 10, 7, 12, 8, 1, 6, 4, 3, 16],0.569767415523529
[12, 4, 7, 8, 9, 14, 3, 16, 15, 2, 11, 1, 6, 5, 13, 10],0.4000000059604645
[7, 13, 12, 10, 8, 15, 2, 9, 4, 3, 1, 14, 5, 6, 16, 11],0.4488372206687927
[11, 8, 7, 3, 14, 6, 16, 2, 4, 10, 5, 13, 15, 1, 12, 9],0.669767439365387
[12, 11, 13, 16, 14, 8, 15, 7, 4, 1, 6, 2, 5, 9, 10, 3],0.5232558250427246
[1, 7, 15, 2, 3, 16, 11, 10, 12, 8, 5, 4, 14, 13, 9, 6],0.5441860556602478
[14, 12, 15, 5, 2, 10, 1, 7, 4, 3, 16, 11, 8, 13, 6, 9],0.8116279244422913
[9, 13, 3, 16, 12, 14, 7, 5, 10, 6, 8, 4, 15, 1, 2, 11],0.6813953518867493
[8, 11, 6, 1, 3, 7, 9, 13, 10, 15, 5, 14, 12, 2, 16, 4],0.539534866809845
[9, 16, 13, 1, 11, 4, 8, 3, 10, 6, 14, 5, 7, 12, 2, 15],0.760465145111084
[2, 5, 13, 4, 7, 15, 9, 14, 12, 16, 11, 6, 8, 3, 1, 10],0.6093023419380188
[14, 1, 2, 12, 15, 9, 8, 7, 16, 10, 13, 3, 4, 5, 11, 6],0.5279069542884827
[14, 9, 16, 5, 2, 12, 15, 13, 10, 6, 11, 1, 4, 3, 8, 7],0.5116279125213623
[1, 3, 11, 8, 14, 9, 16, 5, 12, 15, 2, 13, 4, 6, 10, 7],0.5930232405662537
[9, 12, 7, 16, 5, 4, 10, 11, 3, 14, 13, 1, 2, 6, 15, 8],0.525581419467926
[2, 11, 5, 15, 13, 1, 8, 3, 9, 16, 7, 10, 12, 6, 14, 4],0.6441860198974609
[6, 9, 11, 3, 15, 14, 8, 13, 10, 5, 16, 1, 2, 7, 12, 4],0.6813953518867493
[2, 16, 10, 15, 5, 14, 1, 9, 4, 7, 8, 6, 11, 3, 13, 12],0.6232557892799377
[16, 14, 15, 6, 13, 7, 8, 3, 12, 11, 1, 9, 10, 4, 2, 5],0.5674418807029724
[8, 7, 6, 9, 10, 12, 15, 4, 13, 16, 14, 1, 3, 11, 2, 5],0.4372093081474304
[9, 5, 1, 14, 3, 13, 11, 7, 8, 6, 4, 16, 10, 15, 12, 2],0.7186046242713928
[13, 7, 9, 2, 5, 10, 1, 11, 3, 8, 15, 12, 6, 4, 14, 16],0.6511628031730652
[2, 3, 11, 12, 15, 1, 4, 10, 7, 9, 8, 13, 5, 16, 6, 14],0.8465116024017334
[1, 13, 10, 3, 7, 8, 4, 14, 16, 2, 6, 15, 11, 9, 12, 5],0.5953488349914551
[1, 16, 12, 7, 13, 3, 4, 8, 14, 11, 10, 5, 15, 9, 6, 2],0.6511628031730652
[7, 13, 1, 12, 6, 2, 5, 4, 16, 8, 15, 11, 9, 3, 14, 10],0.49534884095191956
[15, 12, 14, 9, 10, 16, 6, 3, 7, 13, 11, 4, 5, 8, 2, 1],0.5720930099487305
[7, 14, 15, 6, 10, 16, 4, 3, 11, 13, 8, 2, 12, 1, 5, 9],0.4488372206687927
[14, 4, 8, 7, 16, 12, 5, 15, 6, 10, 13, 2, 9, 11, 3, 1],0.4697674512863159
[16, 9, 7, 12, 8, 14, 10, 2, 15, 13, 6, 4, 11, 1, 5, 3],0.4232558012008667
[11, 14, 6, 15, 7, 3, 5, 16, 4, 12, 2, 13, 9, 1, 8, 10],0.4697674512863159
[9, 10, 15, 14, 7, 16, 5, 3, 2, 1, 11, 12, 13, 4, 6, 8],0.6255813837051392
[14, 3, 9, 2, 8, 4, 6, 7, 12, 13, 16, 1, 5, 10, 11, 15],0.760465145111084
[6, 2, 15, 7, 11, 1, 3, 16, 4, 14, 12, 10, 5, 13, 9, 8],0.5581395626068115
[3, 15, 5, 2, 1, 4, 14, 7, 8, 16, 12, 13, 11, 6, 10, 9],0.6093023419380188
[3, 13, 4, 9, 5, 7, 12, 2, 15, 10, 16, 1, 6, 8, 14, 11],0.6325581669807434
[8, 5, 13, 3, 7, 12, 6, 1, 4, 15, 16, 11, 9, 2, 14, 10],0.49534884095191956
[9, 5, 11, 10, 6, 7, 13, 14, 4, 1, 8, 12, 3, 16, 2, 15],0.4116279184818268
[1, 16, 2, 15, 7, 14, 9, 8, 10, 13, 5, 12, 3, 11, 6, 4],0.765116274356842
[5, 2, 15, 12, 16, 10, 3, 9, 11, 7, 4, 13, 8, 14, 1, 6],0.760465145111084
[2, 6, 4, 5, 13, 7, 9, 16, 8, 3, 1, 10, 15, 14, 11, 12],0.7209302186965942
[7, 10, 13, 14, 6, 9, 1, 3, 8, 2, 4, 16, 5, 15, 11, 12],0.4906976819038391
[3, 8, 11, 15, 9, 6, 2, 14, 1, 5, 13, 16, 4, 7, 12, 10],0.6348837018013
[16, 6, 4, 13, 11, 12, 7, 2, 5, 9, 10, 14, 8, 15, 1, 3],0.6813953518867493
[8, 16, 4, 12, 14, 10, 9, 6, 11, 1, 3, 2, 7, 5, 15, 13],0.6511628031730652
[3, 7, 8, 4, 2, 5, 14, 16, 10, 9, 11, 13, 15, 6, 1, 12],0.6441860198974609
[7, 3, 4, 15, 11, 14, 8, 9, 6, 1, 12, 13, 2, 5, 16, 10],0.40697672963142395
[7, 3, 15, 4, 5, 13, 14, 11, 2, 1, 10, 9, 8, 16, 12, 6],0.47209301590919495
[10, 3, 2, 15, 4, 14, 11, 9, 8, 7, 5, 12, 16, 6, 1, 13],0.5558139681816101
[16, 8, 12, 10, 7, 15, 4, 5, 1, 9, 14, 11, 2, 6, 13, 3],0.6976743936538696
[16, 13, 11, 8, 2, 14, 5, 15, 3, 4, 10, 9, 12, 1, 6, 7],0.7534883618354797
[3, 7, 10, 5, 8, 11, 13, 9, 6, 4, 14, 2, 16, 1, 12, 15],0.5209302306175232
[13, 14, 15, 4, 12, 11, 2, 1, 9, 16, 8, 6, 7, 10, 5, 3],0.5511627793312073
[16, 7, 14, 9, 10, 3, 12, 5, 1, 4, 8, 15, 6, 2, 11, 13],0.4465116262435913
[10, 7, 2, 1, 4, 14, 15, 8, 9, 5, 3, 6, 16, 13, 11, 12],0.739534854888916
[16, 15, 5, 14, 11, 13, 6, 8, 12, 3, 2, 1, 9, 4, 7, 10],0.43953487277030945
[1, 2, 4, 16, 9, 5, 3, 8, 15, 13, 12, 6, 10, 7, 14, 11],0.4000000059604645
[4, 5, 12, 9, 2, 11, 16, 14, 3, 15, 1, 7, 8, 13, 6, 10],0.6232557892799377
[15, 6, 14, 10, 9, 1, 12, 4, 8, 11, 16, 2, 5, 13, 7, 3],0.6511628031730652
[12, 1, 6, 15, 11, 10, 13, 3, 5, 16, 4, 2, 8, 14, 7, 9],0.49302324652671814
[1, 5, 4, 14, 7, 3, 13, 10, 2, 15, 6, 11, 9, 8, 12, 16],0.49534884095191956
[12, 1, 7, 14, 13, 6, 9, 2, 5, 3, 11, 15, 10, 16, 8, 4],0.7232558131217957
[15, 10, 7, 5, 13, 16, 8, 9, 4, 11, 3, 2, 6, 14, 1, 12],0.7441860437393188
[8, 11, 14, 3, 5, 2, 16, 1, 15, 10, 9, 7, 4, 12, 13, 6],0.6906976699829102
[5, 11, 16, 14, 1, 15, 4, 12, 9, 13, 7, 8, 3, 2, 10, 6],0.6348837018013
[5, 8, 15, 11, 3, 10, 6, 1, 14, 4, 7, 16, 2, 13, 12, 9],0.4790697693824768
[9, 14, 5, 1, 7, 2, 11, 13, 4, 8, 3, 16, 12, 15, 6, 10],0.5023255944252014
[11, 16, 2, 1, 10, 7, 13, 14, 5, 4, 9, 15, 8, 3, 6, 12],0.7139534950256348
[13, 5, 16, 2, 11, 4, 15, 8, 6, 10, 14, 1, 9, 3, 7, 12],0.4116279184818268
[16, 5, 9, 14, 15, 11, 3, 7, 12, 10, 6, 8, 4, 1, 13, 2],0.5744186043739319
[14, 10, 16, 7, 4, 12, 2, 11, 8, 5, 3, 1, 9, 6, 15, 13],0.5744186043739319
[4, 13, 16, 5, 14, 8, 6, 15, 1, 3, 7, 12, 10, 2, 9, 11],0.5093023180961609
[10, 16, 12, 1, 2, 15, 13, 7, 4, 9, 6, 14, 3, 5, 8, 11],0.525581419467926
[2, 6, 11, 9, 5, 8, 14, 13, 12, 3, 10, 15, 16, 7, 1, 4],0.7232558131217957
[16, 6, 12, 10, 14, 2, 3, 15, 5, 1, 4, 8, 13, 7, 9, 11],0.4116279184818268
[1, 11, 15, 12, 8, 10, 3, 4, 14, 6, 13, 16, 7, 9, 5, 2],0.569767415523529
[10, 15, 11, 2, 1, 3, 9, 12, 16, 8, 7, 6, 5, 13, 4, 14],0.5418604612350464
[8, 13, 16, 14, 7, 4, 10, 5, 12, 2, 11, 3, 6, 1, 9, 15],0.6209302544593811
[13, 10, 4, 7, 1, 8, 12, 15, 14, 3, 5, 11, 16, 6, 9, 2],0.7465116381645203
[8, 15, 5, 16, 2, 7, 10, 6, 13, 9, 1, 12, 14, 11, 3, 4],0.48139533400535583
[5, 8, 10, 1, 2, 12, 9, 14, 7, 6, 11, 15, 3, 16, 4, 13],0.5325581431388855
[9, 15, 13, 5, 16, 8, 1, 10, 12, 14, 2, 3, 6, 4, 7, 11],0.39767441153526306
[12, 8, 10, 9, 7, 15, 3, 16, 13, 11, 14, 4, 1, 6, 5, 2],0.4697674512863159
[6, 8, 7, 13, 10, 9, 14, 5, 3, 4, 1, 11, 15, 12, 16, 2],0.5186046361923218
[7, 11, 9, 4, 2, 10, 1, 3, 12, 8, 14, 16, 13, 5, 6, 15],0.5046511888504028
[1, 8, 5, 6, 14, 7, 12, 15, 4, 10, 2, 11, 13, 16, 9, 3],0.45116278529167175
[8, 11, 1, 15, 5, 12, 10, 6, 2, 7, 16, 3, 14, 13, 4, 9],0.7511627674102783
[1, 13, 14, 5, 9, 4, 16, 2, 3, 8, 10, 15, 7, 11, 12, 6],0.5558139681816101
[2, 16, 12, 13, 15, 14, 5, 6, 7, 3, 9, 4, 11, 10, 8, 1],0.7418604493141174
[1, 7, 2, 11, 15, 6, 13, 10, 3, 4, 5, 8, 12, 9, 16, 14],0.5116279125213623
[10, 5, 6, 15, 3, 14, 8, 2, 13, 4, 1, 12, 11, 9, 7, 16],0.42093023657798767
[9, 4, 3, 5, 14, 1, 10, 7, 2, 6, 13, 16, 8, 11, 12, 15],0.8069767355918884
[1, 3, 15, 16, 8, 13, 6, 5, 10, 4, 9, 14, 7, 11, 2, 12],0.760465145111084
